0.1 16 109.723 118.477 0
0.1 17 171.495 108.943 0
0.1 18 129.08 76.8886 0
0.1 19 11.3609 192.634 0
0.2 16 109.683 118.385 0
0.2 17 171.401 108.909 0
0.2 18 128.98 76.9009 0
0.2 19 11.3792 192.536 0
0.3 16 109.643 118.294 0
0.3 17 171.307 108.875 0
0.3 18 128.881 76.9132 0
0.3 19 11.3975 192.438 0
0.4 16 109.603 118.202 0
0.4 17 171.213 108.841 0
0.4 18 128.782 76.9255 0
0.4 19 11.4158 192.339 0
0.5 16 109.563 118.11 0
0.5 17 171.119 108.807 0
0.5 18 128.683 76.9377 0
0.5 19 11.4342 192.241 0
0.6 16 109.524 118.019 0
0.6 17 171.025 108.773 0
0.6 18 128.583 76.95 0
0.6 19 11.4525 192.143 0
0.7 16 109.484 117.927 0
0.7 17 170.931 108.739 0
0.7 18 128.484 76.9623 0
0.7 19 11.4708 192.044 0
0.8 16 109.444 117.835 0
0.8 17 170.837 108.705 0
0.8 18 128.385 76.9746 0
0.8 19 11.4891 191.946 0
0.9 16 109.404 117.744 0
0.9 17 170.743 108.671 0
0.9 18 128.286 76.9868 0
0.9 19 11.5074 191.848 0
1 16 109.364 117.652 0
1 17 170.648 108.637 0
1 18 128.186 76.9991 0
1 19 11.5257 191.749 0
1.1 16 109.324 117.56 0
1.1 17 170.554 108.603 0
1.1 18 128.087 77.0114 0
1.1 19 11.544 191.651 0
1.2 16 109.284 117.468 0
1.2 17 170.46 108.569 0
1.2 18 127.988 77.0237 0
1.2 19 11.5623 191.553 0
1.3 16 109.245 117.377 0
1.3 17 170.366 108.535 0
1.3 18 127.889 77.036 0
1.3 19 11.5806 191.455 0
1.4 16 109.205 117.285 0
1.4 17 170.272 108.502 0
1.4 18 127.789 77.0482 0
1.4 19 11.599 191.356 0
1.5 16 109.165 117.193 0
1.5 17 170.178 108.468 0
1.5 18 127.69 77.0605 0
1.5 19 11.6173 191.258 0
1.6 16 109.125 117.102 0
1.6 17 170.084 108.434 0
1.6 18 127.591 77.0728 0
1.6 19 11.6356 191.16 0
1.7 16 109.085 117.01 0
1.7 17 169.99 108.4 0
1.7 18 127.492 77.0851 0
1.7 19 11.6539 191.061 0
1.8 16 109.045 116.918 0
1.8 17 169.896 108.366 0
1.8 18 127.392 77.0974 0
1.8 19 11.6722 190.963 0
1.9 16 109.005 116.826 0
1.9 17 169.802 108.332 0
1.9 18 127.293 77.1096 0
1.9 19 11.6905 190.865 0
2 16 108.965 116.735 0
2 17 169.708 108.298 0
2 18 127.194 77.1219 0
2 19 11.7088 190.766 0
2.1 16 108.926 116.643 0
2.1 17 169.614 108.264 0
2.1 18 127.095 77.1342 0
2.1 19 11.7271 190.668 0
2.2 16 108.886 116.551 0
2.2 17 169.52 108.23 0
2.2 18 126.995 77.1465 0
2.2 19 11.7454 190.57 0
2.3 16 108.846 116.46 0
2.3 17 169.426 108.196 0
2.3 18 126.896 77.1587 0
2.3 19 11.7638 190.471 0
2.4 16 108.806 116.368 0
2.4 17 169.332 108.162 0
2.4 18 126.797 77.171 0
2.4 19 11.7821 190.373 0
2.5 16 108.766 116.276 0
2.5 17 169.237 108.128 0
2.5 18 126.698 77.1833 0
2.5 19 11.8004 190.275 0
2.6 16 108.726 116.184 0
2.6 17 169.143 108.094 0
2.6 18 126.598 77.1956 0
2.6 19 11.8187 190.177 0
2.7 16 108.686 116.093 0
2.7 17 169.049 108.06 0
2.7 18 126.499 77.2079 0
2.7 19 11.837 190.078 0
2.8 16 108.647 116.001 0
2.8 17 168.955 108.026 0
2.8 18 126.4 77.2201 0
2.8 19 11.8553 189.98 0
2.9 16 108.607 115.909 0
2.9 17 168.861 107.992 0
2.9 18 126.301 77.2324 0
2.9 19 11.8736 189.882 0
3 16 108.567 115.818 0
3 17 168.767 107.959 0
3 18 126.202 77.2447 0
3 19 11.8919 189.783 0
3.1 16 108.527 115.726 0
3.1 17 168.673 107.925 0
3.1 18 126.102 77.257 0
3.1 19 11.9102 189.685 0
3.2 16 108.487 115.634 0
3.2 17 168.579 107.891 0
3.2 18 126.003 77.2693 0
3.2 19 11.9286 189.587 0
3.3 16 108.447 115.542 0
3.3 17 168.485 107.857 0
3.3 18 125.904 77.2815 0
3.3 19 11.9469 189.488 0
3.4 16 108.407 115.451 0
3.4 17 168.391 107.823 0
3.4 18 125.805 77.2938 0
3.4 19 11.9652 189.39 0
3.5 16 108.368 115.359 0
3.5 17 168.297 107.789 0
3.5 18 125.705 77.3061 0
3.5 19 11.9835 189.292 0
3.6 16 108.328 115.267 0
3.6 17 168.203 107.755 0
3.6 18 125.606 77.3184 0
3.6 19 12.0018 189.193 0
3.7 16 108.288 115.176 0
3.7 17 168.109 107.721 0
3.7 18 125.507 77.3306 0
3.7 19 12.0201 189.095 0
3.8 16 108.248 115.084 0
3.8 17 168.015 107.687 0
3.8 18 125.408 77.3429 0
3.8 19 12.0384 188.997 0
3.9 16 108.208 114.992 0
3.9 17 167.921 107.653 0
3.9 18 125.308 77.3552 0
3.9 19 12.0567 188.898 0
4 16 108.168 114.9 0
4 17 167.827 107.619 0
4 18 125.209 77.3675 0
4 19 12.075 188.8 0
4.1 16 108.128 114.809 0
4.1 17 167.732 107.585 0
4.1 18 125.11 77.3798 0
4.1 19 12.0934 188.702 0
4.2 16 108.089 114.717 0
4.2 17 167.638 107.551 0
4.2 18 125.011 77.392 0
4.2 19 12.1117 188.604 0
4.3 16 108.049 114.625 0
4.3 17 167.544 107.517 0
4.3 18 124.911 77.4043 0
4.3 19 12.13 188.505 0
4.4 16 108.009 114.534 0
4.4 17 167.45 107.483 0
4.4 18 124.812 77.4166 0
4.4 19 12.1483 188.407 0
4.5 16 107.969 114.442 0
4.5 17 167.356 107.45 0
4.5 18 124.713 77.4289 0
4.5 19 12.1666 188.309 0
4.6 16 107.929 114.35 0
4.6 17 167.262 107.416 0
4.6 18 124.614 77.4411 0
4.6 19 12.1849 188.21 0
4.7 16 107.889 114.258 0
4.7 17 167.168 107.382 0
4.7 18 124.514 77.4534 0
4.7 19 12.2032 188.112 0
4.8 16 107.849 114.167 0
4.8 17 167.074 107.348 0
4.8 18 124.415 77.4657 0
4.8 19 12.2215 188.014 0
4.9 16 107.809 114.075 0
4.9 17 166.98 107.314 0
4.9 18 124.316 77.478 0
4.9 19 12.2398 187.915 0
5 16 107.77 113.983 0
5 17 166.886 107.28 0
5 18 124.217 77.4903 0
5 19 12.2582 187.817 0
5.1 16 107.73 113.892 0
5.1 17 166.792 107.246 0
5.1 18 124.117 77.5025 0
5.1 19 12.2765 187.719 0
5.2 16 107.69 113.8 0
5.2 17 166.698 107.212 0
5.2 18 124.018 77.5148 0
5.2 19 12.2948 187.62 0
5.3 16 107.65 113.708 0
5.3 17 166.604 107.178 0
5.3 18 123.919 77.5271 0
5.3 19 12.3131 187.522 0
5.4 16 107.61 113.616 0
5.4 17 166.51 107.144 0
5.4 18 123.82 77.5394 0
5.4 19 12.3314 187.424 0
5.5 16 107.57 113.525 0
5.5 17 166.416 107.11 0
5.5 18 123.72 77.5517 0
5.5 19 12.3497 187.326 0
5.6 16 107.53 113.433 0
5.6 17 166.321 107.076 0
5.6 18 123.621 77.5639 0
5.6 19 12.368 187.227 0
5.7 16 107.491 113.341 0
5.7 17 166.227 107.042 0
5.7 18 123.522 77.5762 0
5.7 19 12.3863 187.129 0
5.8 16 107.451 113.25 0
5.8 17 166.133 107.008 0
5.8 18 123.423 77.5885 0
5.8 19 12.4046 187.031 0
5.9 16 107.411 113.158 0
5.9 17 166.039 106.974 0
5.9 18 123.323 77.6008 0
5.9 19 12.423 186.932 0
6 16 107.371 113.066 0
6 17 165.945 106.94 0
6 18 123.224 77.613 0
6 19 12.4413 186.834 0
6.1 16 107.331 112.974 0
6.1 17 165.851 106.907 0
6.1 18 123.125 77.6253 0
6.1 19 12.4596 186.736 0
6.2 16 107.291 112.883 0
6.2 17 165.757 106.873 0
6.2 18 123.026 77.6376 0
6.2 19 12.4779 186.637 0
6.3 16 107.251 112.791 0
6.3 17 165.663 106.839 0
6.3 18 122.926 77.6499 0
6.3 19 12.4962 186.539 0
6.4 16 107.212 112.699 0
6.4 17 165.569 106.805 0
6.4 18 122.827 77.6622 0
6.4 19 12.5145 186.441 0
6.5 16 107.172 112.608 0
6.5 17 165.475 106.771 0
6.5 18 122.728 77.6744 0
6.5 19 12.5328 186.342 0
6.6 16 107.132 112.516 0
6.6 17 165.381 106.737 0
6.6 18 122.629 77.6867 0
6.6 19 12.5511 186.244 0
6.7 16 107.092 112.424 0
6.7 17 165.287 106.703 0
6.7 18 122.53 77.699 0
6.7 19 12.5694 186.146 0
6.8 16 107.052 112.333 0
6.8 17 165.193 106.669 0
6.8 18 122.43 77.7113 0
6.8 19 12.5878 186.048 0
6.9 16 107.012 112.241 0
6.9 17 165.099 106.635 0
6.9 18 122.331 77.7236 0
6.9 19 12.6061 185.949 0
7 16 106.972 112.149 0
7 17 165.005 106.601 0
7 18 122.232 77.7358 0
7 19 12.6244 185.851 0
7.1 16 106.933 112.057 0
7.1 17 164.91 106.567 0
7.1 18 122.133 77.7481 0
7.1 19 12.6427 185.753 0
7.2 16 106.893 111.966 0
7.2 17 164.816 106.533 0
7.2 18 122.033 77.7604 0
7.2 19 12.661 185.654 0
7.3 16 106.853 111.874 0
7.3 17 164.722 106.499 0
7.3 18 121.934 77.7727 0
7.3 19 12.6793 185.556 0
7.4 16 106.813 111.782 0
7.4 17 164.628 106.465 0
7.4 18 121.835 77.7849 0
7.4 19 12.6976 185.458 0
7.5 16 106.773 111.691 0
7.5 17 164.534 106.431 0
7.5 18 121.736 77.7972 0
7.5 19 12.7159 185.359 0
7.6 16 106.733 111.599 0
7.6 17 164.44 106.397 0
7.6 18 121.636 77.8095 0
7.6 19 12.7342 185.261 0
7.7 16 106.693 111.507 0
7.7 17 164.346 106.364 0
7.7 18 121.537 77.8218 0
7.7 19 12.7526 185.163 0
7.8 16 106.654 111.415 0
7.8 17 164.252 106.33 0
7.8 18 121.438 77.8341 0
7.8 19 12.7709 185.064 0
7.9 16 106.614 111.324 0
7.9 17 164.158 106.296 0
7.9 18 121.339 77.8463 0
7.9 19 12.7892 184.966 0
8 16 106.574 111.232 0
8 17 164.064 106.262 0
8 18 121.239 77.8586 0
8 19 12.8075 184.868 0
8.1 16 106.534 111.14 0
8.1 17 163.97 106.228 0
8.1 18 121.14 77.8709 0
8.1 19 12.8258 184.77 0
8.2 16 106.494 111.049 0
8.2 17 163.876 106.194 0
8.2 18 121.041 77.8832 0
8.2 19 12.8441 184.671 0
8.3 16 106.454 110.957 0
8.3 17 163.782 106.16 0
8.3 18 120.942 77.8955 0
8.3 19 12.8624 184.573 0
